Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour North America Stage 2: Challengers,Group Stage,Week 3,Ghost Gaming vs NRG Esports,Haven,Ghost Gaming,13,8,5,,NRG Esports,6,2,4,,40:22
Champions Tour North America Stage 2: Challengers,Group Stage,Week 3,Ghost Gaming vs NRG Esports,Breeze,Ghost Gaming,13,9,4,,NRG Esports,5,2,3,,37:55
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,The Guard vs XSET,Split,The Guard,14,6,6,2,XSET,12,6,6,0,1:03:37
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,The Guard vs XSET,Icebox,The Guard,6,3,3,,XSET,13,4,9,,44:18
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,The Guard vs XSET,Haven,The Guard,11,5,6,,XSET,13,6,7,,
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Evil Geniuses vs OpTic Gaming,Bind,Evil Geniuses,13,7,6,,OpTic Gaming,8,3,5,,
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Evil Geniuses vs OpTic Gaming,Split,Evil Geniuses,11,6,5,,OpTic Gaming,13,7,6,,58:38
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Evil Geniuses vs OpTic Gaming,Ascent,Evil Geniuses,13,4,9,,OpTic Gaming,11,3,8,,
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Sentinels vs FaZe Clan,Fracture,Sentinels,11,4,7,,FaZe Clan,13,5,8,,49:54
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Sentinels vs FaZe Clan,Haven,Sentinels,14,7,5,2,FaZe Clan,16,7,5,4,58:23
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,TSM vs Ghost Gaming,Breeze,TSM,9,7,2,,Ghost Gaming,13,8,5,,50:06
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,TSM vs Ghost Gaming,Split,TSM,13,7,5,1,Ghost Gaming,15,7,5,3,1:04:15
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,NRG Esports vs 100 Thieves,Icebox,NRG Esports,9,6,3,,100 Thieves,13,7,6,,50:40
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,NRG Esports vs 100 Thieves,Bind,NRG Esports,4,3,1,,100 Thieves,13,4,9,,36:59
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Cloud9 vs Luminosity,Fracture,Cloud9,11,4,7,,Luminosity,13,5,8,,56:06
Champions Tour North America Stage 2: Challengers,Group Stage,Week 4,Cloud9 vs Luminosity,Icebox,Cloud9,9,7,2,,Luminosity,13,8,5,,51:16
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,XSET vs TSM,Split,XSET,13,7,6,,TSM,9,4,5,,42:56
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,XSET vs TSM,Haven,XSET,13,8,5,,TSM,9,5,4,,42:04
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,FaZe Clan vs Evil Geniuses,Icebox,FaZe Clan,15,9,3,3,Evil Geniuses,13,9,3,1,1:02:07
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,FaZe Clan vs Evil Geniuses,Breeze,FaZe Clan,13,3,10,,Evil Geniuses,9,0,9,,45:14
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,NRG Esports vs The Guard,Bind,NRG Esports,11,4,7,,The Guard,13,5,8,,54:15
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,NRG Esports vs The Guard,Haven,NRG Esports,13,7,6,,The Guard,10,5,5,,54:40
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,NRG Esports vs The Guard,Split,NRG Esports,13,10,3,,The Guard,6,4,2,,
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,100 Thieves vs Ghost Gaming,Breeze,100 Thieves,11,7,4,,Ghost Gaming,13,8,5,,53:53
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,100 Thieves vs Ghost Gaming,Icebox,100 Thieves,6,4,2,,Ghost Gaming,13,5,8,,44:25
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,Cloud9 vs Sentinels,Haven,Cloud9,13,10,3,,Sentinels,2,0,2,,30:49
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,Cloud9 vs Sentinels,Ascent,Cloud9,13,5,8,,Sentinels,7,0,7,,41:07
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,OpTic Gaming vs Luminosity,Split,OpTic Gaming,14,9,3,2,Luminosity,12,9,3,0,55:53
Champions Tour North America Stage 2: Challengers,Group Stage,Week 5,OpTic Gaming vs Luminosity,Ascent,OpTic Gaming,13,7,6,,Luminosity,8,3,5,,47:10
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Round 1,FaZe Clan vs 100 Thieves,Split,FaZe Clan,10,9,1,,100 Thieves,13,10,3,,57:00
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Round 1,FaZe Clan vs 100 Thieves,Fracture,FaZe Clan,13,9,4,,100 Thieves,7,4,3,,41:47
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Round 1,FaZe Clan vs 100 Thieves,Icebox,FaZe Clan,11,9,2,,100 Thieves,13,10,3,,
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Round 1,Ghost Gaming vs Evil Geniuses,Breeze,Ghost Gaming,8,5,3,,Evil Geniuses,13,6,7,,46:18
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Round 1,Ghost Gaming vs Evil Geniuses,Icebox,Ghost Gaming,9,6,3,,Evil Geniuses,13,7,6,,46:53
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 1,Ghost Gaming vs NRG Esports,Breeze,Ghost Gaming,7,6,1,,NRG Esports,13,7,6,,50:13
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 1,Ghost Gaming vs NRG Esports,Icebox,Ghost Gaming,12,9,3,0,NRG Esports,14,9,3,2,1:02:49
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 1,FaZe Clan vs Luminosity,Split,FaZe Clan,9,6,3,,Luminosity,13,7,6,,52:02
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 1,FaZe Clan vs Luminosity,Fracture,FaZe Clan,13,7,6,,Luminosity,5,0,5,,37:57
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 1,FaZe Clan vs Luminosity,Breeze,FaZe Clan,14,5,7,2,Luminosity,12,5,7,0,
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Semifinals,XSET vs 100 Thieves,Icebox,XSET,13,6,7,,100 Thieves,10,4,6,,51:29
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Semifinals,XSET vs 100 Thieves,Ascent,XSET,13,10,3,,100 Thieves,4,2,2,,38:22
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Semifinals,OpTic Gaming vs Evil Geniuses,Breeze,OpTic Gaming,13,10,3,,Evil Geniuses,5,3,2,,41:34
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Semifinals,OpTic Gaming vs Evil Geniuses,Haven,OpTic Gaming,13,9,4,,Evil Geniuses,3,0,3,,34:26
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 2,Evil Geniuses vs NRG Esports,Bind,Evil Geniuses,13,9,4,,NRG Esports,3,0,3,,35:52
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 2,Evil Geniuses vs NRG Esports,Ascent,Evil Geniuses,8,5,3,,NRG Esports,13,6,7,,50:36
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 2,Evil Geniuses vs NRG Esports,Split,Evil Geniuses,11,6,5,,NRG Esports,13,7,6,,
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 2,100 Thieves vs FaZe Clan,Split,100 Thieves,14,4,8,2,FaZe Clan,12,4,8,0,55:39
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 2,100 Thieves vs FaZe Clan,Fracture,100 Thieves,10,3,7,,FaZe Clan,13,4,9,,49:53
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 2,100 Thieves vs FaZe Clan,Breeze,100 Thieves,11,5,6,,FaZe Clan,13,6,7,,
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Finals,XSET vs OpTic Gaming,Haven,XSET,13,5,8,,OpTic Gaming,7,0,7,,46:45
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Finals,XSET vs OpTic Gaming,Icebox,XSET,11,7,4,,OpTic Gaming,13,8,5,,55:34
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Finals,XSET vs OpTic Gaming,Ascent,XSET,11,9,2,,OpTic Gaming,13,10,3,,53:02
Champions Tour North America Stage 2: Challengers,Playoffs,Upper Bracket Finals,XSET vs OpTic Gaming,Breeze,XSET,6,4,2,,OpTic Gaming,13,5,8,,42:26
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 3,NRG Esports vs FaZe Clan,Icebox,NRG Esports,11,2,9,,FaZe Clan,13,3,10,,1:05:39
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 3,NRG Esports vs FaZe Clan,Haven,NRG Esports,13,8,5,,FaZe Clan,8,4,4,,48:36
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Round 3,NRG Esports vs FaZe Clan,Ascent,NRG Esports,8,2,6,,FaZe Clan,13,3,10,,
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Finals,XSET vs FaZe Clan,Split,XSET,11,7,4,,FaZe Clan,13,8,5,,55:38
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Finals,XSET vs FaZe Clan,Breeze,XSET,13,6,7,,FaZe Clan,10,4,6,,53:34
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Finals,XSET vs FaZe Clan,Icebox,XSET,16,9,3,4,FaZe Clan,14,9,3,2,1:11:00
Champions Tour North America Stage 2: Challengers,Playoffs,Lower Bracket Finals,XSET vs FaZe Clan,Ascent,XSET,13,9,4,,FaZe Clan,4,1,3,,51:15
Champions Tour North America Stage 2: Challengers,Playoffs,Grand Finals,OpTic Gaming vs XSET,Fracture,OpTic Gaming,14,5,7,2,XSET,12,5,7,0,1:00:19
Champions Tour North America Stage 2: Challengers,Playoffs,Grand Finals,OpTic Gaming vs XSET,Haven,OpTic Gaming,3,3,0,,XSET,13,4,9,,36:11
Champions Tour North America Stage 2: Challengers,Playoffs,Grand Finals,OpTic Gaming vs XSET,Bind,OpTic Gaming,7,3,4,,XSET,13,4,9,,43:25
Champions Tour North America Stage 2: Challengers,Playoffs,Grand Finals,OpTic Gaming vs XSET,Ascent,OpTic Gaming,11,9,2,,XSET,13,10,3,,56:22
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Stars Horizon Venus vs Só Deus Sabe,Icebox,Stars Horizon Venus,4,2,2,,Só Deus Sabe,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Stars Horizon Venus vs Só Deus Sabe,Ascent,Stars Horizon Venus,5,3,2,,Só Deus Sabe,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Cleveland vs Raiju,Ascent,Cleveland,7,3,4,,Raiju,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Cleveland vs Raiju,Haven,Cleveland,13,9,4,,Raiju,6,3,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Cleveland vs Raiju,Breeze,Cleveland,6,5,1,,Raiju,13,6,7,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,JAMPA e-Sports vs Virtual Anarchy,Fracture,JAMPA e-Sports,5,4,1,,Virtual Anarchy,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,JAMPA e-Sports vs Virtual Anarchy,Bind,JAMPA e-Sports,9,3,6,,Virtual Anarchy,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Expect Nothing vs 3P eSports,Ascent,Expect Nothing,3,3,0,,3P eSports,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Expect Nothing vs 3P eSports,Haven,Expect Nothing,6,6,0,,3P eSports,13,7,6,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Tuzzy E-Sports vs VIM TIRAR ORG GRANDE,Bind,Tuzzy E-Sports,13,8,5,,VIM TIRAR ORG GRANDE,8,4,4,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Tuzzy E-Sports vs VIM TIRAR ORG GRANDE,Ascent,Tuzzy E-Sports,14,7,5,2,VIM TIRAR ORG GRANDE,12,7,5,0,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Nunca Tentamos vs Lancheira do Tomás,Ascent,Nunca Tentamos,14,6,6,2,Lancheira do Tomás,16,6,6,4,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Nunca Tentamos vs Lancheira do Tomás,Bind,Nunca Tentamos,8,7,1,,Lancheira do Tomás,13,8,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Supremacyy vs RD E-SPORTS,Haven,Supremacyy,5,4,1,,RD E-SPORTS,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Supremacyy vs RD E-SPORTS,Ascent,Supremacyy,11,8,3,,RD E-SPORTS,13,9,4,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Q CALOR E ESSE vs Tropinha do TIKTOK 2.0,Bind,Q CALOR E ESSE,9,3,6,,Tropinha do TIKTOK 2.0,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Q CALOR E ESSE vs Tropinha do TIKTOK 2.0,Icebox,Q CALOR E ESSE,9,9,0,,Tropinha do TIKTOK 2.0,13,10,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Projeto X vs ODDIK,Breeze,Projeto X,8,2,6,,ODDIK,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Projeto X vs ODDIK,Haven,Projeto X,13,7,6,,ODDIK,5,0,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Projeto X vs ODDIK,Split,Projeto X,5,2,3,,ODDIK,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Flow e Amigos vs fakezinho dos guri,Icebox,Flow e Amigos,13,10,3,,fakezinho dos guri,8,6,2,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Flow e Amigos vs fakezinho dos guri,Split,Flow e Amigos,7,3,4,,fakezinho dos guri,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Flow e Amigos vs fakezinho dos guri,Breeze,Flow e Amigos,13,7,6,,fakezinho dos guri,11,6,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,tropa da nina vs hashiras,Bind,tropa da nina,0,0,0,,hashiras,13,1,12,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,tropa da nina vs hashiras,Ascent,tropa da nina,0,0,0,,hashiras,13,1,12,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,experientGG vs Before,Haven,experientGG,7,4,3,,Before,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,experientGG vs Before,Ascent,experientGG,2,2,0,,Before,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,g0gados vs Utah Bless,Ascent,g0gados,11,7,4,,Utah Bless,13,8,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,g0gados vs Utah Bless,Split,g0gados,4,3,1,,Utah Bless,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Amigos do Pitoco vs Astro Esports,Ascent,Amigos do Pitoco,6,3,3,,Astro Esports,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Amigos do Pitoco vs Astro Esports,Bind,Amigos do Pitoco,10,5,5,,Astro Esports,13,6,7,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,os reis do fluxo vs Maniacos da Mira,Ascent,os reis do fluxo,11,4,7,,Maniacos da Mira,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,os reis do fluxo vs Maniacos da Mira,Breeze,os reis do fluxo,10,7,3,,Maniacos da Mira,13,8,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Furnace e-sports vs ROLO COMPRESSOR,Ascent,Furnace e-sports,1,1,0,,ROLO COMPRESSOR,13,2,11,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Furnace e-sports vs ROLO COMPRESSOR,Bind,Furnace e-sports,4,4,0,,ROLO COMPRESSOR,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,tropa da realeza vs LUSA White,Haven,tropa da realeza,4,3,1,,LUSA White,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,tropa da realeza vs LUSA White,Split,tropa da realeza,6,5,1,,LUSA White,13,6,7,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Gamelanders Purple vs Storm Tiger,Icebox,Gamelanders Purple,13,9,4,,Storm Tiger,9,6,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Gamelanders Purple vs Storm Tiger,Haven,Gamelanders Purple,13,10,3,,Storm Tiger,2,0,2,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Made in Roblox vs Agropesca Jacare,Ascent,Made in Roblox,3,2,1,,Agropesca Jacare,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Made in Roblox vs Agropesca Jacare,Bind,Made in Roblox,13,8,5,,Agropesca Jacare,11,7,4,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Made in Roblox vs Agropesca Jacare,Haven,Made in Roblox,6,4,2,,Agropesca Jacare,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,calor vs TEAM BGS,Bind,calor,13,7,6,,TEAM BGS,6,1,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,calor vs TEAM BGS,Ascent,calor,3,3,0,,TEAM BGS,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,calor vs TEAM BGS,Icebox,calor,13,6,7,,TEAM BGS,7,1,6,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,BOD Esports vs tropa do mata rindo,Haven,BOD Esports,13,8,5,,tropa do mata rindo,6,2,4,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,BOD Esports vs tropa do mata rindo,Ascent,BOD Esports,11,6,5,,tropa do mata rindo,13,7,6,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,BOD Esports vs tropa do mata rindo,Icebox,BOD Esports,12,7,5,0,tropa do mata rindo,14,7,5,2,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Team Liquid Brazil vs Looking for Contract,Haven,Team Liquid Brazil,13,6,7,,Looking for Contract,8,2,6,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Team Liquid Brazil vs Looking for Contract,Breeze,Team Liquid Brazil,13,7,6,,Looking for Contract,8,3,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Raiju e-sports vs Rise Gaming,Ascent,Raiju e-sports,5,4,1,,Rise Gaming,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Raiju e-sports vs Rise Gaming,Icebox,Raiju e-sports,4,2,2,,Rise Gaming,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Não tem Jeito vs Arca do Plato,Ascent,Não tem Jeito,4,1,3,,Arca do Plato,13,2,11,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,Não tem Jeito vs Arca do Plato,Icebox,Não tem Jeito,7,3,4,,Arca do Plato,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,QLQR 1 vs tier2sussinha,Ascent,QLQR 1,8,7,1,,tier2sussinha,13,8,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,QLQR 1 vs tier2sussinha,Bind,QLQR 1,13,5,8,,tier2sussinha,10,3,7,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,QLQR 1 vs tier2sussinha,Haven,QLQR 1,0,0,0,,tier2sussinha,13,1,12,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,NovaTempestade vs REiGN,Breeze,NovaTempestade,13,7,6,,REiGN,10,5,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,NovaTempestade vs REiGN,Icebox,NovaTempestade,6,2,4,,REiGN,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,NovaTempestade vs REiGN,Bind,NovaTempestade,6,0,6,,REiGN,13,1,12,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,HCK CIBORGS vs Medellin,Icebox,HCK CIBORGS,3,2,1,,Medellin,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,HCK CIBORGS vs Medellin,Bind,HCK CIBORGS,0,0,0,,Medellin,13,1,12,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,E ISSO MEMO vs Bomb Crypto,Fracture,E ISSO MEMO,3,2,1,,Bomb Crypto,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,E ISSO MEMO vs Bomb Crypto,Ascent,E ISSO MEMO,6,3,3,,Bomb Crypto,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,EXODIA vs IRLV.GG,Icebox,EXODIA,13,8,5,,IRLV.GG,11,7,4,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,EXODIA vs IRLV.GG,Bind,EXODIA,13,7,6,,IRLV.GG,10,5,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,BONDE DO TIRINGA vs ATS Brave,Ascent,BONDE DO TIRINGA,12,6,6,0,ATS Brave,14,6,6,2,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,BONDE DO TIRINGA vs ATS Brave,Haven,BONDE DO TIRINGA,13,8,5,,ATS Brave,7,3,4,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 64,BONDE DO TIRINGA vs ATS Brave,Bind,BONDE DO TIRINGA,13,7,6,,ATS Brave,8,3,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Só Deus Sabe vs Raiju,Split,Só Deus Sabe,13,10,3,,Raiju,4,2,2,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Só Deus Sabe vs Raiju,Ascent,Só Deus Sabe,13,11,2,,Raiju,3,2,1,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Virtual Anarchy vs 3P eSports,Haven,Virtual Anarchy,12,6,6,0,3P eSports,14,6,6,2,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Virtual Anarchy vs 3P eSports,Bind,Virtual Anarchy,7,3,4,,3P eSports,13,4,9,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Tuzzy E-Sports vs Lancheira do Tomás,Ascent,Tuzzy E-Sports,13,10,3,,Lancheira do Tomás,7,5,2,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Tuzzy E-Sports vs Lancheira do Tomás,Bind,Tuzzy E-Sports,13,9,4,,Lancheira do Tomás,5,2,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,RD E-SPORTS vs Tropinha do TIKTOK 2.0,Bind,RD E-SPORTS,11,9,2,,Tropinha do TIKTOK 2.0,13,10,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,RD E-SPORTS vs Tropinha do TIKTOK 2.0,Fracture,RD E-SPORTS,8,4,4,,Tropinha do TIKTOK 2.0,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,ODDIK vs Flow e Amigos,Bind,ODDIK,13,9,4,,Flow e Amigos,5,2,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,ODDIK vs Flow e Amigos,Ascent,ODDIK,13,11,2,,Flow e Amigos,1,0,1,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,doidera vs hashiras,Icebox,doidera,8,4,4,,hashiras,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,doidera vs hashiras,Ascent,doidera,11,5,6,,hashiras,13,6,7,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Before vs Utah Bless,Haven,Before,1,1,0,,Utah Bless,13,2,11,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Before vs Utah Bless,Ascent,Before,16,7,5,4,Utah Bless,14,7,5,2,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Before vs Utah Bless,Breeze,Before,9,7,2,,Utah Bless,13,8,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Astro Esports vs Maniacos da Mira,Bind,Astro Esports,9,2,7,,Maniacos da Mira,13,3,10,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Astro Esports vs Maniacos da Mira,Ascent,Astro Esports,13,7,6,,Maniacos da Mira,9,4,5,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,Astro Esports vs Maniacos da Mira,Split,Astro Esports,9,6,3,,Maniacos da Mira,13,7,6,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,ROLO COMPRESSOR vs The Last Dance,Haven,ROLO COMPRESSOR,13,6,7,,The Last Dance,7,1,6,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,ROLO COMPRESSOR vs The Last Dance,Bind,ROLO COMPRESSOR,13,9,4,,The Last Dance,6,3,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,LUSA White vs Gamelanders Purple,Haven,LUSA White,9,4,5,,Gamelanders Purple,13,5,8,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,LUSA White vs Gamelanders Purple,Icebox,LUSA White,13,9,4,,Gamelanders Purple,4,1,3,,
Champions Tour Brazil Stage 2: Challengers,Open Qualifier #1,Round of 32,LUSA White vs Gamelanders Purple,Bind,LUSA White,13,9,4,,Gamelanders Purple,3,0,3,,
